ป่าแดด,เชียงราย,19.435,99.934
เขาสวนกวาง,ขอนแก่น,16.861,102.84
ลำสนธิ,ลพบุรี,15.341,101.362
ศรีบุญเรือง,หนองบัวลำภู,16.985,102.246
หันคา,ชัยนาท,15.065,100.026
ด่านซ้าย,เลย,17.331,101.142
ร่อนพิบูลย์,นครศรีธรรมราช,8.14,99.9
ดงเจริญ,พิจิตร,16.028,100.648
ลำทะเมนชัย,นครราชสีมา,15.36,102.971
ปลาปาก,นครพนม,17.121,104.523
สว่างแดนดิน,สกลนคร,17.368,103.33
สตึก,บุรีรัมย์,15.209,103.183
รัตนบุรี,สุรินทร์,15.317,103.94
พุทไธสง,บุรีรัมย์,15.627,102.892
ควนเนียง,สงขลา,7.267,100.366
ด่านขุนทด,นครราชสีมา,15.157,101.87
รัตนวาปี,หนองคาย,18.258,103.236
รือเสาะ,นราธิวาส,6.423,101.587
เขวาสินรินทร์,สุรินทร์,15.06,103.61
ปทุมรัตต์,ร้อยเอ็ด,15.65,103.359
เมืองหนองบัวลำภู,หนองบัวลำภู,17.243,102.44
แม่อาย,เชียงใหม่,19.948,99.28
บ้านนาสาร,สุราษฎร์ธานี,8.749,99.348
ป่าพยอม,พัทลุง,7.86,99.947
บ้านแพง,นครพนม,17.943,104.182
บางน้ำเปรี้ยว,ฉะเชิงเทรา,13.858,101.115
โคกศรีสุพรรณ,สกลนคร,17,104.331
สีชมพู,ขอนแก่น,16.688,102.091
ขามสะแกแสง,นครราชสีมา,15.424,102.159
หนองเรือ,ขอนแก่น,16.458,102.536
โพนทราย,ร้อยเอ็ด,15.443,103.971
หัวหิน,ประจวบคีรีขันธ์,12.592,99.94
น้ำเกลี้ยง,ศรีสะเกษ,14.93,104.451
โนนไทย,นครราชสีมา,15.226,102.002
คลองขลุง,กำแพงเพชร,16.269,99.679
ปราณบุรี,ประจวบคีรีขันธ์,12.354,99.932
สีคิ้ว,นครราชสีมา,14.985,101.75
จตุจักร,กรุงเทพมหานคร,13.826,100.565
เวียงป่าเป้า,เชียงราย,19.241,99.525
ห้างฉัตร,ลำปาง,18.337,99.353
ศีขรภูมิ,สุรินทร์,14.984,103.829
วังเหนือ,ลำปาง,19.08,99.649
ทรายมูล,ยโสธร,16.07,104.128
ทับปุด,พังงา,8.543,98.664
ราชสาส์น,ฉะเชิงเทรา,13.788,101.278
ขามทะเลสอ,นครราชสีมา,14.97,101.916
เบญจลักษ์,ศรีสะเกษ,14.778,104.594
เมืองขอนแก่น,ขอนแก่น,16.516,102.931
พรรณานิคม,สกลนคร,17.315,103.952
โนนสุวรรณ,บุรีรัมย์,14.621,102.637
ชุมพลบุรี,สุรินทร์,15.312,103.557
รัตภูมิ,สงขลา,7.183,100.313
นิคมคำสร้อย,มุกดาหาร,16.358,104.499
ท่าฉาง,สุราษฎร์ธานี,9.258,99.175
บรรพตพิสัย,นครสวรรค์,15.943,100.022
ท่าแซะ,ชุมพร,10.713,99.202
กรงปีนัง,ยะลา,6.456,101.23
โพธิ์ไทร,อุบลราชธานี,15.86,105.273
บางบอน,กรุงเทพมหานคร,13.646,100.37
บัวลาย,นครราชสีมา,15.649,102.532
เต่างอย,สกลนคร,17.034,104.157
ลำดวน,สุรินทร์,14.751,103.77
เกษตรวิสัย,ร้อยเอ็ด,15.72,103.552
กุดชุม,ยโสธร,15.972,104.317
ศรีธาตุ,อุดรธานี,16.987,103.211
เสนางคนิคม,อำนาจเจริญ,16.05,104.616
เดชอุดม,อุบลราชธานี,14.904,105.115
ภูสิงห์,ศรีสะเกษ,14.588,104.079
ลานสกา,นครศรีธรรมราช,8.443,99.804
พนม,สุราษฎร์ธานี,8.878,98.806
บ้านไร่,อุทัยธานี,15.238,99.674
นาโพธิ์,บุรีรัมย์,15.673,102.934
บางสะพาน,ประจวบคีรีขันธ์,11.227,99.544
ดอนมดแดง,อุบลราชธานี,15.372,104.968
โนนสัง,หนองบัวลำภู,16.872,102.56
ท่าแพ,สตูล,6.855,99.927
ท่าตูม,สุรินทร์,15.232,103.615
พิชัย,อุตรดิตถ์,17.301,100.107
น้ำโสม,อุดรธานี,17.732,102.162
แวงน้อย,ขอนแก่น,15.735,102.397
ดอนจาน,กาฬสินธุ์,16.475,103.639
ป่าติ้ว,ยโสธร,15.772,104.409
เมืองกาญจนบุรี,กาญจนบุรี,14.035,99.503
บางสะพานน้อย,ประจวบคีรีขันธ์,11.063,99.436
หนองบัวระเหว,ชัยภูมิ,15.757,101.786
นากลาง,หนองบัวลำภู,17.181,102.154
วัดโบสถ์,พิษณุโลก,16.968,100.296
ระแงะ,นราธิวาส,6.277,101.691
ไทยเจริญ,ยโสธร,16.061,104.521
ดอนเมือง,กรุงเทพมหานคร,13.925,100.593
ปากคาด,บึงกาฬ,18.382,103.285
โนนคูณ,ศรีสะเกษ,14.923,104.614
ท่าชนะ,สุราษฎร์ธานี,9.593,99.183
บำเหน็จณรงค์,ชัยภูมิ,15.484,101.756
เชียงคาน,เลย,17.763,101.735
โนนแดง,นครราชสีมา,15.505,102.567
วังสะพุง,เลย,17.296,101.746
ตาลสุม,อุบลราชธานี,15.385,105.166
นามน,กาฬสินธุ์,16.548,103.82
บ้านฝาง,ขอนแก่น,16.367,102.573
ตากฟ้า,นครสวรรค์,15.331,100.428
คลองหอยโข่ง,สงขลา,6.886,100.442
หนองวัวซอ,อุดรธานี,17.288,102.576
บึงสามัคคี,กำแพงเพชร,16.158,99.941
ห้วยผึ้ง,กาฬสินธุ์,16.597,103.873
พนา,อำนาจเจริญ,15.678,104.882
บ้านตาขุน,สุราษฎร์ธานี,8.949,98.896
เขมราฐ,อุบลราชธานี,15.872,105.222
ค้อวัง,ยโสธร,15.363,104.31
หนองม่วง,ลพบุรี,15.23,100.664
คง,นครราชสีมา,15.397,102.357
ทุ่งศรีอุดม,อุบลราชธานี,14.804,104.922
แก้งคร้อ,ชัยภูมิ,16.056,102.074
พิปูน,นครศรีธรรมราช,8.534,99.553
ช้างกลาง,นครศรีธรรมราช,8.354,99.535
บ้านกรวด,บุรีรัมย์,14.473,103.143
ปทุมราชวงศา,อำนาจเจริญ,15.862,104.828
ท่าหลวง,ลพบุรี,15.023,101.184
จักราช,นครราชสีมา,15.052,102.353
หนองเสือ,ปทุมธานี,14.087,100.778
ประจักษ์ศิลปาคม,อุดรธานี,17.237,102.934
ภูหลวง,เลย,17.141,101.701
เขาฉกรรจ์,สระแก้ว,13.663,102.098
หนองนาคำ,ขอนแก่น,16.791,102.335
บึงกาฬ,บึงกาฬ,18.332,103.531
โนนสะอาด,อุดรธานี,16.977,102.902
กาบเชิง,สุรินทร์,14.533,103.667
มะขาม,จันทบุรี,12.7,102.147
บ้านฉาง,ระยอง,12.688,101.025
ทุ่งเสลี่ยม,สุโขทัย,17.32,99.643
บ้านหลวง,น่าน,18.858,100.405
นครไทย,พิษณุโลก,17.126,100.839
สระใคร,หนองคาย,17.638,102.736
สิชล,นครศรีธรรมราช,9.008,99.902
เถิน,ลำปาง,17.634,99.212
ศรีสงคราม,นครพนม,17.641,104.289
สะเดา,สงขลา,6.636,100.416
สว่างอารมณ์,อุทัยธานี,15.548,99.844
ชุมพวง,นครราชสีมา,15.184,102.735
เวียงชัย,เชียงราย,19.904,99.974
ธารโต,ยะลา,6.167,101.187
พิมาย,นครราชสีมา,15.162,102.403
หนองพอก,ร้อยเอ็ด,16.331,104.289
เฝ้าไร่,หนองคาย,17.999,103.366
ฝาง,เชียงใหม่,19.879,99.209
บ่อทอง,ชลบุรี,13.318,101.308
เกษตรสมบูรณ์,ชัยภูมิ,16.309,101.943
โพนนาแก้ว,สกลนคร,17.137,104.361
ตะโหมด,พัทลุง,7.338,100.097
วชิรบารมี,พิจิตร,16.597,100.114
พระทองคำ,นครราชสีมา,15.311,101.959
พังโคน,สกลนคร,17.405,103.665
บ้านแท่น,ชัยภูมิ,16.401,102.418
บึงสามพัน,เพชรบูรณ์,15.791,101.022
ท่าตะโก,นครสวรรค์,15.631,100.48
ดอนเจดีย์,สุพรรณบุรี,14.603,99.955
ละแม,ชุมพร,9.723,99.108
ท่าคันโท,กาฬสินธุ์,16.869,103.237
พญาเม็งราย,เชียงราย,19.926,100.239
ลานกระบือ,กำแพงเพชร,16.521,99.974
ละหานทราย,บุรีรัมย์,14.393,102.787
กุดข้าวปุ้น,อุบลราชธานี,15.757,104.964
วังจันทร์,ระยอง,12.858,101.528
อากาศอำนวย,สกลนคร,17.718,103.92
พลับพลาชัย,บุรีรัมย์,14.717,103.241
แคนดง,บุรีรัมย์,15.267,103.18
กุดรัง,มหาสารคาม,16.123,103.049
ซับใหญ่,ชัยภูมิ,15.565,101.67
บัวเชด,สุรินทร์,14.532,104.014
โพนพิสัย,หนองคาย,17.899,103.01
สามเงา,ตาก,17.25,99.034
นาตาล,อุบลราชธานี,15.965,105.27
โพธิ์ประทับช้าง,พิจิตร,16.351,100.264
หนองมะโมง,ชัยนาท,15.241,99.894
นาด้วง,เลย,17.432,101.94
โพนสวรรค์,นครพนม,17.409,104.424
เขาค้อ,เพชรบูรณ์,16.545,100.968
โขงเจียม,อุบลราชธานี,15.296,105.452
พระแสง,สุราษฎร์ธานี,8.59,99.166
เวียงเก่า,ขอนแก่น,16.723,102.33
พัฒนานิคม,ลพบุรี,14.795,100.985
โกสัมพีนคร,กำแพงเพชร,16.581,99.429
บางระกำ,พิษณุโลก,16.665,100.164
วังทอง,พิษณุโลก,16.839,100.467
แก้งสนามนาง,นครราชสีมา,15.64,102.175
คูเมือง,บุรีรัมย์,15.388,103.008
บึงนาราง,พิจิตร,16.208,100.231
สามง่าม,พิจิตร,16.432,100.212
บ้านแฮด,ขอนแก่น,16.259,102.788
โคกสูง,สระแก้ว,13.831,102.719
จัตุรัส,ชัยภูมิ,15.474,101.805
ศรีเทพ,เพชรบูรณ์,15.436,100.971
ภูเขียว,ชัยภูมิ,16.305,102.304
บึงโขงหลง,บึงกาฬ,18.033,104.133
เซกา,บึงกาฬ,17.914,103.891
จุน,พะเยา,19.378,100.163
บางขุนเทียน,กรุงเทพมหานคร,13.605,100.395
ขาณุวรลักษบุรี,กำแพงเพชร,16.103,99.788
แจ้ห่ม,ลำปาง,18.726,99.557
เมืองสระแก้ว,สระแก้ว,13.803,102.077
เชียงแสน,เชียงราย,20.28,100.003
ศรีณรงค์,สุรินทร์,14.757,103.977
พนมดงรัก,สุรินทร์,14.49,103.249
เพ็ญ,อุดรธานี,17.6,102.764
บ้านตาก,ตาก,17.001,99.068
วัฒนานคร,สระแก้ว,13.799,102.372
วังโป่ง,เพชรบูรณ์,16.297,100.678
สังคม,หนองคาย,18.037,102.235
ดงหลวง,มุกดาหาร,16.811,104.568
โซ่พิสัย,บึงกาฬ,18.129,103.384
หนองแสง,อุดรธานี,17.172,102.842
หนองไผ่,เพชรบูรณ์,15.956,101.103
เชียงของ,เชียงราย,19.989,100.347
เลิงนกทา,ยโสธร,16.095,104.506
เวียงแหง,เชียงใหม่,19.615,98.632
สามชัย,กาฬสินธุ์,16.814,103.546
สว่างวีระวงศ์,อุบลราชธานี,15.238,105.045
สังขะ,สุรินทร์,14.575,103.856
เทพา,สงขลา,6.82,100.94
วังวิเศษ,ตรัง,7.69,99.523
วังม่วง,สระบุรี,14.818,101.132
เนินสง่า,ชัยภูมิ,15.527,102.016
เวียงสระ,สุราษฎร์ธานี,8.649,99.342
นาจะหลวย,อุบลราชธานี,14.688,105.201
คลองหาด,สระแก้ว,13.519,102.228
บ้านธิ,ลำพูน,18.679,99.163
สันติสุข,น่าน,18.898,100.902
ศรีบรรพต,พัทลุง,7.746,99.864
นิคมพัฒนา,ระยอง,12.856,101.177
วิเชียรบุรี,เพชรบูรณ์,15.628,101.061
ศรีวิไล,บึงกาฬ,18.225,103.732
นบพิตำ,นครศรีธรรมราช,8.666,99.827
วังทรายพูน,พิจิตร,16.339,100.504
ผาขาว,เลย,17.102,102.052
นาดี,ปราจีนบุรี,14.081,101.766
โคกโพธิ์ไชย,ขอนแก่น,16.078,102.472
นาน้อย,น่าน,18.313,100.681
ส่องดาว,สกลนคร,17.362,103.54
ถ้ำพรรณรา,นครศรีธรรมราช,8.414,99.373
ด่านมะขามเตี้ย,กาญจนบุรี,13.808,99.44
แม่จริม,น่าน,18.687,100.975
ตะกั่วทุ่ง,พังงา,8.409,98.412
ชานุมาน,อำนาจเจริญ,16.156,104.996
กุดจับ,อุดรธานี,17.44,102.429
วังสามหมอ,อุดรธานี,16.941,103.456
นาบอน,นครศรีธรรมราช,8.255,99.487
เจริญศิลป์,สกลนคร,17.536,103.605
เคียนซา,สุราษฎร์ธานี,8.845,99.251
เมืองยาง,นครราชสีมา,15.487,102.889
วังเจ้า,ตาก,16.748,99.184
เจาะไอร้อง,นราธิวาส,6.256,101.817
ป่าบอน,พัทลุง,7.318,100.23
นาเยีย,อุบลราชธานี,14.987,105.068
น้ำยืน,อุบลราชธานี,14.577,105.02
ลำทับ,กระบี่,8.1,99.358
ทรายทองวัฒนา,กำแพงเพชร,16.341,99.899
ขุนตาล,เชียงราย,19.847,100.272
สุคิริน,นราธิวาส,5.984,101.775
หนองหิน,เลย,17.033,101.879
เทพารักษ์,นครราชสีมา,15.349,101.518
บ้านด่านลานหอย,สุโขทัย,16.995,99.481
ฮอด,เชียงใหม่,18.103,98.583
อุ้มผาง,ตาก,16.066,98.834
ท่าลี่,เลย,17.636,101.347
หนองใหญ่,ชลบุรี,13.243,101.347
บุณฑริก,อุบลราชธานี,14.672,105.307
แก่งหางแมว,จันทบุรี,12.881,101.848
บ้านม่วง,สกลนคร,17.929,103.653
เขาสมิง,ตราด,12.469,102.435
แม่สรวย,เชียงราย,19.63,99.524
แปลงยาว,ฉะเชิงเทรา,13.599,101.293
มัญจาคีรี,ขอนแก่น,16.269,102.615
ลานสัก,อุทัยธานี,15.452,99.643
ทับคล้อ,พิจิตร,16.189,100.568
น้ำขุ่น,อุบลราชธานี,14.603,104.854
ภูกระดึง,เลย,16.937,101.939
ทุ่งใหญ่,นครศรีธรรมราช,8.372,99.342
เขาคิชฌกูฏ,จันทบุรี,12.765,102.101
สะบ้าย้อย,สงขลา,6.624,101.057
หนองหญ้าไซ,สุพรรณบุรี,14.749,99.806
แม่ระมาด,ตาก,16.971,98.525
เวียงแก่น,เชียงราย,20.042,100.52
ปลวกแดง,ระยอง,13.038,101.225
บันนังสตา,ยะลา,6.355,101.327
พิบูลย์รักษ์,อุดรธานี,17.563,103.123
ห้วยคต,อุทัยธานี,15.274,99.646
แม่พริก,ลำปาง,17.539,99.152
เนินขาม,ชัยนาท,14.968,99.828
เอราวัณ,เลย,17.193,101.994
ท้ายเหมือง,พังงา,8.344,98.303
เกาะจันทร์,ชลบุรี,13.389,101.288
เนินมะปราง,พิษณุโลก,16.542,100.596
ปง,พะเยา,19.182,100.374
ชนแดน,เพชรบูรณ์,16.092,100.832
ไชยวาน,อุดรธานี,17.237,103.204
ดอยหลวง,เชียงราย,20.181,100.124
ไทรงาม,กำแพงเพชร,16.452,99.827
สอยดาว,จันทบุรี,13.174,102.371
แก่งกระจาน,เพชรบุรี,12.997,99.743
บางขัน,นครศรีธรรมราช,7.933,99.507
วังชิ้น,แพร่,17.945,99.556
กะปง,พังงา,8.713,98.419
โคกเจริญ,ลพบุรี,15.469,100.811
บ่อไร่,ตราด,12.585,102.469
ชุมตาบง,นครสวรรค์,15.627,99.572
ภูเรือ,เลย,17.46,101.482
เบตง,ยะลา,5.803,101.009
เวียงเชียงรุ้ง,เชียงราย,20.041,100.006
เลาขวัญ,กาญจนบุรี,14.648,99.758
โป่งน้ำร้อน,จันทบุรี,13.044,102.453
ปลายพระยา,กระบี่,8.445,98.841
ไพศาลี,นครสวรรค์,15.622,100.604
นาหมื่น,น่าน,18.226,100.505
พบพระ,ตาก,16.368,98.768
จอมบึง,ราชบุรี,13.685,99.521
เขาชะเมา,ระยอง,13.062,101.617
วังน้ำเย็น,สระแก้ว,13.606,102.104
แม่สะเรียง,แม่ฮ่องสอน,18.148,97.972
นายูง,อุดรธานี,17.916,102.213
มะนัง,สตูล,6.95,99.931
ลี้,ลำพูน,17.742,99.062
บุ่งคล้า,บึงกาฬ,18.294,103.925
ควนกาหลง,สตูล,6.903,99.932
หนองหญ้าปล้อง,เพชรบุรี,13.099,99.749
นาทม,นครพนม,17.798,104.108
คำตากล้า,สกลนคร,17.841,103.859
กุสุมาลย์,สกลนคร,17.379,104.378
ด่านช้าง,สุพรรณบุรี,14.937,99.666
สวนผึ้ง,ราชบุรี,13.522,99.42
เสริมงาม,ลำปาง,18.071,99.244
แม่วงก์,นครสวรรค์,15.883,99.516
คลองท่อม,กระบี่,7.933,99.172
สบปราบ,ลำปาง,17.9,99.421
ตาพระยา,สระแก้ว,14.047,102.813
มวกเหล็ก,สระบุรี,14.932,101.309
ฟากท่า,อุตรดิตถ์,17.914,100.848
ห้วยกระเจา,กาญจนบุรี,14.357,99.764
หนองบัวแดง,ชัยภูมิ,16.012,101.834
ชัยบุรี,สุราษฎร์ธานี,8.434,99.071
ปากชม,เลย,17.7,101.922
ทองแสนขัน,อุตรดิตถ์,17.581,100.299
วังน้ำเขียว,นครราชสีมา,14.574,101.731
ปางศิลาทอง,กำแพงเพชร,16.052,99.426
ภูพาน,สกลนคร,16.881,104.022
สบเมย,แม่ฮ่องสอน,18.113,98.166
ชาติตระการ,พิษณุโลก,17.285,100.561
แม่ฟ้าหลวง,เชียงราย,20.141,99.654
นาแห้ว,เลย,17.485,100.864
สามร้อยยอด,ประจวบคีรีขันธ์,12.266,99.946
บ้านคา,ราชบุรี,13.448,99.462
หนองปรือ,กาญจนบุรี,14.626,99.527
แม่ลาน้อย,แม่ฮ่องสอน,18.37,98.102
เสิงสาง,นครราชสีมา,14.426,102.429
กาบัง,ยะลา,6.449,101
ภักดีชุมพล,ชัยภูมิ,15.793,101.372
วังสมบูรณ์,สระแก้ว,13.344,102.207
แม่แจ่ม,เชียงใหม่,18.485,98.416
ไทรโยค,กาญจนบุรี,14.035,99.287
ปากช่อง,นครราชสีมา,14.594,101.53
เทพสถิต,ชัยภูมิ,15.432,101.547
เขาพนม,กระบี่,8.227,99.045
ทุ่งช้าง,น่าน,19.447,100.811
บ้านโคก,อุตรดิตถ์,18.008,101.084
พะโต๊ะ,ชุมพร,9.852,98.923
บ่อเกลือ,น่าน,19.297,101.176
สนามชัยเขต,ฉะเชิงเทรา,13.644,101.461
น้ำหนาว,เพชรบูรณ์,16.709,101.71
กุดบาก,สกลนคร,17.1,103.696
แม่เมาะ,ลำปาง,18.25,99.807
ทุ่งหัวช้าง,ลำพูน,17.983,99.048
เมืองปาน,ลำปาง,18.797,99.446
เชียงม่วน,พะเยา,18.888,100.334
ทองผาภูมิ,กาญจนบุรี,14.735,98.763
ขุนยวม,แม่ฮ่องสอน,18.742,98.051
สะเมิง,เชียงใหม่,18.977,98.739
เชียงดาว,เชียงใหม่,19.477,98.833
กัลยาณิวัฒนา,เชียงใหม่,18.936,98.38
สองแคว,น่าน,19.384,100.567
น้ำปาด,อุตรดิตถ์,17.74,100.758
ท่าสองยาง,ตาก,17.268,98.275
ศรีสวัสดิ์,กาญจนบุรี,14.464,99.232
บ่อพลอย,กาญจนบุรี,14.485,99.481
ปางมะผ้า,แม่ฮ่องสอน,19.615,98.204
วิภาวดี,สุราษฎร์ธานี,9.227,98.807
คลองลาน,กำแพงเพชร,16.324,99.348
อมก๋อย,เชียงใหม่,17.43,98.5
แม่เปิน,นครสวรรค์,15.738,99.294
ท่าตะเกียบ,ฉะเชิงเทรา,13.508,101.639
สังขละบุรี,กาญจนบุรี,14.999,98.545
